"adresse";"lat";"lon";"betalt"
"Lærkeholtvej 8, Skovlund, 6823 Ansager";"55,73701095";"8,67588719";"0"
"Lærkeholtvej 10, Skovlund, 6823 Ansager";"55,73617153";"8,67266585";"0"
"Lærkevej 1, 6823 Ansager";"55,70931663";"8,74779409";"0"
"Lærkevej 2, 6823 Ansager";"55,70981427";"8,74754563";"0"
"Lærkevej 3, 6823 Ansager";"55,7094642";"8,74741643";"0"
"Lærkevej 4, 6823 Ansager";"55,70998882";"8,74709268";"0"
"Lærkevej 5, 6823 Ansager";"55,70961259";"8,74717659";"0"
"Lærkevej 7, 6823 Ansager";"55,70977913";"8,74688762";"0"
"Lærkevej 8, 6823 Ansager";"55,71022692";"8,74665014";"0"
"Lærkevej 9, 6823 Ansager";"55,7099101";"8,74665139";"0"
"Lærkevej 10, 6823 Ansager";"55,71039602";"8,74651933";"0"
"Lærkevej 11, 6823 Ansager";"55,71003741";"8,74642919";"0"
"Lærkevej 12, 6823 Ansager";"55,71050683";"8,74617692";"0"
"Lærkevej 13, 6823 Ansager";"55,71016676";"8,74619408";"0"
"Lærkevej 15, 6823 Ansager";"55,71031523";"8,74594755";"0"
"Lærkevej 19, 6823 Ansager";"55,71079409";"8,74500719";"0"
"Markvangen 2A, st. th, Skovlund, 6823 Ansager";"55,73732632";"8,70708613";"0"
"Markvangen 2A, st. tv, Skovlund, 6823 Ansager";"55,73732632";"8,70708613";"0"
"Markvangen 2A, 1. th, Skovlund, 6823 Ansager";"55,73732632";"8,70708613";"0"
"Markvangen 2A, 1. tv, Skovlund, 6823 Ansager";"55,73732632";"8,70708613";"0"
"Markvangen 2B, st. th, Skovlund, 6823 Ansager";"55,73727888";"8,70701482";"0"
"Markvangen 2B, st. tv, Skovlund, 6823 Ansager";"55,73727888";"8,70701482";"0"
"Markvangen 4, Skovlund, 6823 Ansager";"55,73709088";"8,70685251";"0"
"Markvangen 7, Skovlund, 6823 Ansager";"55,72791471";"8,70076188";"0"
"Markvangen 9, Skovlund, 6823 Ansager";"55,72543543";"8,70156353";"0"
"Markvangen 11, 6823 Ansager";"55,72478297";"8,69044033";"0"
"Markvangen 14, Skovlund, 6823 Ansager";"55,73447421";"8,7032788";"0"
"Markvangen 16, Skovlund, 6823 Ansager";"55,72495222";"8,69365235";"0"
"Mejlsbækvej 2, 6823 Ansager";"55,72770273";"8,82667064";"0"
"Mejsevej 1, 6823 Ansager";"55,71012365";"8,74807997";"0"
"Mejsevej 2, 6823 Ansager";"55,71036589";"8,74789842";"0"
"Mejsevej 3, 6823 Ansager";"55,7101195";"8,74754462";"0"
"Mejsevej 4, 6823 Ansager";"55,71045089";"8,74755076";"0"
"Mejsevej 8, 6823 Ansager";"55,71056537";"8,74715898";"0"
"Mellemvej 1, Skovlund, 6823 Ansager";"55,73696421";"8,70754098";"0"
"Mølbyvej 1, 6823 Ansager";"55,70974286";"8,74926745";"0"
"Mølbyvej 2, 6823 Ansager";"55,71021692";"8,75019131";"0"
"Mølbyvej 3, 6823 Ansager";"55,71018419";"8,74938765";"0"
"Mølbyvej 5, 6823 Ansager";"55,71081469";"8,74779078";"0"
"Mølbyvej 7, 6823 Ansager";"55,7124815";"8,74308612";"0"
"Mølbyvej 9, 6823 Ansager";"55,71301753";"8,7421671";"0"
"Mølbyvej 10, 6823 Ansager";"55,71155915";"8,74737475";"0"
"Mølbyvej 11, 6823 Ansager";"55,71567078";"8,73655294";"0"
"Mølbyvej 12, 6823 Ansager";"55,7130146";"8,74580588";"0"
"Mølbyvej 13, Skovlund, 6823 Ansager";"55,71995752";"8,72724359";"0"
"Mølbyvej 15, Skovlund, 6823 Ansager";"55,71753687";"8,72156163";"0"
"Mølbyvej 16, 6823 Ansager";"55,71800616";"8,74316733";"0"
"Mølbyvej 17, Skovlund, 6823 Ansager";"55,72296532";"8,7283509";"0"
"Mølbyvej 18, 6823 Ansager";"55,71423014";"8,74098557";"0"
"Mølbyvej 19, Skovlund, 6823 Ansager";"55,72524947";"8,72502852";"0"
"Mølbyvej 20, 6823 Ansager";"55,72016668";"8,73374749";"0"
"Mølbyvej 22, 6823 Ansager";"55,72053062";"8,73314119";"0"
"Mølbyvej 24, st. th, Skovlund, 6823 Ansager";"55,72414098";"8,73125623";"0"
"Mølbyvej 24, st. tv, Skovlund, 6823 Ansager";"55,72414098";"8,73125623";"0"
"Mølgårdvej 20, 6823 Ansager";"55,69476289";"8,79925953";"0"
"Mølgårdvej 22, 6823 Ansager";"55,69483356";"8,79536644";"0"
"Mølgårdvej 24, 6823 Ansager";"55,69513447";"8,79220774";"0"
"Mølgårdvej 26, 6823 Ansager";"55,6950169";"8,78636964";"0"
"Mølgårdvej 28, 6823 Ansager";"55,69525227";"8,7781827";"0"
"Mølgårdvej 30, 6823 Ansager";"55,69773455";"8,77351467";"0"
"Mølgårdvej 39, 6823 Ansager";"55,69404647";"8,7984883";"0"
"Mølgårdvej 43, 6823 Ansager";"55,69477126";"8,77732714";"0"
"Møllegade 1A, st., 6823 Ansager";"55,70543006";"8,75148583";"0"
"Møllegade 1A, 1., 6823 Ansager";"55,70543006";"8,75148583";"0"
"Møllegade 2, 6823 Ansager";"55,70567601";"8,75158754";"0"
"Møllegade 3, 6823 Ansager";"55,70556561";"8,75124643";"0"
"Møllegade 4, 6823 Ansager";"55,70567916";"8,75123536";"0"
"Møllegade 5, 6823 Ansager";"55,70560253";"8,75093111";"0"
"Møllegade 7, 6823 Ansager";"55,7056732";"8,75037783";"0"
"Møllegade 8, 6823 Ansager";"55,70574624";"8,7507717";"0"
"Møllegade 10, 6823 Ansager";"55,70576764";"8,75060209";"0"
"Norddalsvej 6, 6823 Ansager";"55,67558588";"8,70821401";"0"
"Nygårdsvej 2, Skovlund, 6823 Ansager";"55,73915478";"8,70755279";"0"
"Nygårdsvej 2A, Skovlund, 6823 Ansager";"55,73858307";"8,70778848";"0"
"Nygårdsvej 7, Skovlund, 6823 Ansager";"55,7380916";"8,70780187";"0"
"Nygårdsvej 13, st., Skovlund, 6823 Ansager";"55,73857049";"8,70752435";"0"
"Nygårdsvej 15, Skovlund, 6823 Ansager";"55,7389706";"8,70729472";"0"
"Nygårdsvej 17, Skovlund, 6823 Ansager";"55,73908435";"8,70721774";"0"
"Nygårdsvej 23, Skovlund, 6823 Ansager";"55,73987002";"8,70668642";"0"
"Nygade 1, 6823 Ansager";"55,70529614";"8,74873021";"0"
"Nygade 2, 6823 Ansager";"55,70558483";"8,74802356";"0"
"Nygade 4, 6823 Ansager";"55,7056219";"8,74765302";"0"
"Nygade 5, 6823 Ansager";"55,70541754";"8,7478601";"0"
"Nygade 6, 6823 Ansager";"55,70565255";"8,74735493";"0"
"Nygade 7, 6823 Ansager";"55,70543266";"8,74752121";"0"
"Nygade 8, 6823 Ansager";"55,70569692";"8,74690716";"0"
"Nygade 9, 6823 Ansager";"55,70543518";"8,74721741";"0"
"Nygade 10, 6823 Ansager";"55,70572027";"8,74664015";"0"
"Nylandsvej 1, 6823 Ansager";"55,70512742";"8,75873772";"0"
"Nylandsvej 2, 6823 Ansager";"55,70522617";"8,7582804";"0"
"Nylandsvej 3, 6823 Ansager";"55,70496328";"8,75865646";"0"
"Nylandsvej 4, 6823 Ansager";"55,70505187";"8,75829087";"0"
"Nylandsvej 5, 6823 Ansager";"55,70479896";"8,75857934";"0"
"Nylandsvej 6, 6823 Ansager";"55,70488099";"8,75820902";"0"
"Nylandsvej 7, 6823 Ansager";"55,70463654";"8,75850428";"0"
"Nylandsvej 8, 6823 Ansager";"55,7047111";"8,75812827";"0"
"Nylandsvej 9, 6823 Ansager";"55,70447501";"8,75842666";"0"
"Nylandsvej 10, 6823 Ansager";"55,7045413";"8,75804944";"0"
"Nylandsvej 11, 6823 Ansager";"55,70430703";"8,75854275";"0"
"Nylandsvej 12, 6823 Ansager";"55,70436745";"8,75805863";"0"
"Nørre Alle 2, st., 6823 Ansager";"55,70621454";"8,75102747";"0"
"Nørre Alle 2, 1., 6823 Ansager";"55,70621454";"8,75102747";"0"
"Nørre Alle 3, st., 6823 Ansager";"55,70639577";"8,75080114";"0"
"Nørre Alle 3, 1., 6823 Ansager";"55,70639577";"8,75080114";"0"
"Nørre Alle 4, st., 6823 Ansager";"55,70642847";"8,75101847";"0"
"Nørre Alle 4, 1., 6823 Ansager";"55,70642847";"8,75101847";"0"
"Nørre Alle 5A, 6823 Ansager";"55,70684069";"8,75060464";"0"
"Nørre Alle 5B, 6823 Ansager";"55,7070093";"8,75071449";"0"
"Nørre Alle 6A, 6823 Ansager";"55,7065354";"8,75102225";"0"
"Nørre Alle 6B, 6823 Ansager";"55,70661789";"8,75102188";"0"
"Nørre Alle 7, 6823 Ansager";"55,70719871";"8,75067222";"0"
"Nørre Alle 9, 6823 Ansager";"55,70736057";"8,75068838";"0"
"Nørregade 1, 6823 Ansager";"55,70528667";"8,75185083";"0"
"Nørregade 1, 1., 6823 Ansager";"55,70528667";"8,75185083";"0"
"Nørregade 1, 2., 6823 Ansager";"55,70528667";"8,75185083";"0"
"Nørregade 2, 6823 Ansager";"55,70538419";"8,75213123";"0"
"Nørregade 3, st., 6823 Ansager";"55,70536649";"8,75182406";"0"
"Nørregade 3, 1., 6823 Ansager";"55,70536649";"8,75182406";"0"
"Nørregade 4, 6823 Ansager";"55,70547054";"8,75204364";"0"
"Nørregade 5, st. th, 6823 Ansager";"55,70549822";"8,75173459";"0"
"Nørregade 5, 1., 6823 Ansager";"55,70549822";"8,75173459";"0"
"Nørregade 6, 6823 Ansager";"55,70555017";"8,75196341";"0"
"Nørregade 7, 6823 Ansager";"55,70579738";"8,75152821";"0"
"Nørregade 8, 6823 Ansager";"55,70578993";"8,7518478";"0"
"Nørregade 9, 6823 Ansager";"55,70591718";"8,75149944";"0"
"Nørregade 10, 6823 Ansager";"55,70592081";"8,75178411";"0"
"Nørregade 11, 6823 Ansager";"55,70603585";"8,75148405";"0"
"Nørregade 12, 6823 Ansager";"55,7060028";"8,75175988";"0"
"Nørregade 13, 6823 Ansager";"55,70618101";"8,75150875";"0"
"Nørregade 14, 6823 Ansager";"55,70610822";"8,75176987";"0"
"Nørregade 15, 6823 Ansager";"55,70644119";"8,75148975";"0"
"Nørregade 16, 6823 Ansager";"55,70627955";"8,75180236";"0"
"Nørregade 17, 6823 Ansager";"55,70649879";"8,75148811";"0"
"Nørregade 18, 6823 Ansager";"55,70640383";"8,75180762";"0"
"Nørregade 19, 6823 Ansager";"55,70669421";"8,75148401";"0"
"Nørregade 20, 6823 Ansager";"55,70648489";"8,75181586";"0"
"Nørregade 21, kl., 6823 Ansager";"55,70694129";"8,75156471";"0"
"Nørregade 21, st., 6823 Ansager";"55,70694129";"8,75156471";"0"
"Nørregade 21, 1., 6823 Ansager";"55,70694129";"8,75156471";"0"
"Nørregade 22, 6823 Ansager";"55,70660344";"8,75183118";"0"
"Nørregade 23, 6823 Ansager";"55,707249";"8,75136718";"0"
"Nørregade 24, 6823 Ansager";"55,70666131";"8,75183527";"0"
"Nørregade 26, 6823 Ansager";"55,70683996";"8,75202224";"0"
"Nørregade 28, 6823 Ansager";"55,70723151";"8,75200448";"0"
"Nørregade 30, 6823 Ansager";"55,70742389";"8,75205212";"0"
"Nørregade 32, 6823 Ansager";"55,7081919";"8,75246676";"0"
"Nørremarken 1, Skovlund, 6823 Ansager";"55,74162984";"8,70764466";"0"
"Nørremarken 17, Skovlund, 6823 Ansager";"55,74137812";"8,70566863";"0"
"Parkvænget 1, Skovlund, 6823 Ansager";"55,73667787";"8,70593318";"0"
"Parkvænget 2, Skovlund, 6823 Ansager";"55,73689135";"8,70626474";"0"
"Parkvænget 3, Skovlund, 6823 Ansager";"55,73676228";"8,70564715";"0"
"Parkvænget 4, Skovlund, 6823 Ansager";"55,73697907";"8,70593601";"0"
"Parkvænget 5, Skovlund, 6823 Ansager";"55,73686503";"8,70536433";"0"
"Parkvænget 7, Skovlund, 6823 Ansager";"55,73695314";"8,70497714";"0"
"Parkvænget 8A, Skovlund, 6823 Ansager";"55,73726526";"8,70492589";"0"
"Parkvænget 8B, Skovlund, 6823 Ansager";"55,73730702";"8,70480422";"0"
"Parkvænget 9, Skovlund, 6823 Ansager";"55,73702143";"8,7046796";"0"
"Parkvænget 10A, Skovlund, 6823 Ansager";"55,73737125";"8,70464877";"0"
"Parkvænget 10B, Skovlund, 6823 Ansager";"55,73742256";"8,70450059";"0"
"Parkvænget 11, Skovlund, 6823 Ansager";"55,73707597";"8,70422992";"0"
"Parkvænget 12A, Skovlund, 6823 Ansager";"55,7373907";"8,70429315";"0"
"Parkvænget 12B, Skovlund, 6823 Ansager";"55,73730897";"8,70423102";"0"
"Parkvænget 13, Skovlund, 6823 Ansager";"55,73709119";"8,70390571";"0"
"Parkvænget 15, Skovlund, 6823 Ansager";"55,73709647";"8,70337708";"0"
"Porskærvej 1, Kærbæk, 6823 Ansager";"55,73729754";"8,798112";"0"
"Porskærvej 2, Kærbæk, 6823 Ansager";"55,74448156";"8,79678848";"0"
"Porskærvej 3, Kærbæk, 6823 Ansager";"55,7381703";"8,80137608";"0"
"Porskærvej 4, Kærbæk, 6823 Ansager";"55,74477567";"8,79485077";"0"
"Porskærvej 5, Kærbæk, 6823 Ansager";"55,73974365";"8,79928594";"0"
"Porskærvej 7, Kærbæk, 6823 Ansager";"55,74051797";"8,79734296";"0"
"Præstegårdsvej 1, 6823 Ansager";"55,70445738";"8,75411681";"0"
"Præstegårdsvej 2, 6823 Ansager";"55,7046643";"8,75334596";"0"
"Præstegårdsvej 3, 6823 Ansager";"55,70433889";"8,75408445";"0"
"Præstegårdsvej 7A, 6823 Ansager";"55,70335342";"8,7546969";"0"
"Præstegårdsvej 7B, 6823 Ansager";"55,70328532";"8,75465261";"0"
"Præstegårdsvej 7C, 6823 Ansager";"55,70322019";"8,75461499";"0"
"Præstegårdsvej 7D, 6823 Ansager";"55,70315595";"8,75457672";"0"
"Præstegårdsvej 7E, 6823 Ansager";"55,70308578";"8,75453388";"0"
"Præstegårdsvej 15, 6823 Ansager";"55,70293043";"8,75327955";"0"
"Præstevangen 1, 6823 Ansager";"55,70363698";"8,75608364";"0"
"Præstevangen 3, 6823 Ansager";"55,70347981";"8,75630055";"0"
"Præstevangen 4A, 6823 Ansager";"55,70371065";"8,75562665";"0"
"Præstevangen 4B, 6823 Ansager";"55,70365179";"8,75558008";"0"
"Præstevangen 4C, 6823 Ansager";"55,70357851";"8,75551084";"0"
"Præstevangen 4D, 6823 Ansager";"55,70352362";"8,75546949";"0"
"Præstevangen 4E, 6823 Ansager";"55,70374253";"8,7552026";"0"
"Præstevangen 4F, 6823 Ansager";"55,70378024";"8,75533454";"0"
"Præstevangen 4G, 6823 Ansager";"55,70385073";"8,75535399";"0"
"Præstevangen 4H, 6823 Ansager";"55,70367703";"8,75515845";"0"
"Præstevangen 4K, 6823 Ansager";"55,70361672";"8,75515894";"0"
"Præstevangen 4L, 6823 Ansager";"55,70363011";"8,75502551";"0"
"Præstevangen 5, 6823 Ansager";"55,70335392";"8,7565276";"0"
"Præstevangen 6, 6823 Ansager";"55,70341242";"8,7553989";"0"
"Præstevangen 7, 6823 Ansager";"55,70326497";"8,75684561";"0"
"Præstevangen 8, 6823 Ansager";"55,70319007";"8,75523814";"0"
"Præstevangen 9, 6823 Ansager";"55,70320271";"8,75712398";"0"
"Præstevangen 10, 6823 Ansager";"55,70299384";"8,75510809";"0"
"Præstevangen 11, 6823 Ansager";"55,70311548";"8,75749496";"0"
"Præstevangen 12, 6823 Ansager";"55,70271939";"8,75495498";"0"
"Præstevangen 13, 6823 Ansager";"55,70299268";"8,75787506";"0"
"Præstevangen 14, 6823 Ansager";"55,70252318";"8,75528829";"0"
"Præstevangen 15, 6823 Ansager";"55,70290805";"8,75820019";"0"
"Præstevangen 16, 6823 Ansager";"55,70268735";"8,75547169";"0"
"Præstevangen 17, 6823 Ansager";"55,70289211";"8,75864297";"0"
"Præstevangen 18, 6823 Ansager";"55,70288163";"8,75556674";"0"
"Præstevangen 19, 6823 Ansager";"55,70266637";"8,7581697";"0"
"Præstevangen 20, 6823 Ansager";"55,7030644";"8,75566044";"0"
"Præstevangen 21, 6823 Ansager";"55,70247865";"8,75802765";"0"
"Præstevangen 22, 6823 Ansager";"55,7032838";"8,75582901";"0"
"Præstevangen 23, 6823 Ansager";"55,70224711";"8,75803561";"0"
"Præstevangen 24, 6823 Ansager";"55,70310505";"8,75649303";"0"
"Præstevangen 25, 6823 Ansager";"55,70210506";"8,75785589";"0"
"Præstevangen 26, 6823 Ansager";"55,70286665";"8,75643834";"0"
"Præstevangen 28, 6823 Ansager";"55,70267402";"8,75631511";"0"
"Præstevangen 30, 6823 Ansager";"55,70241262";"8,75616939";"0"
"Præstevangen 32, 6823 Ansager";"55,70235615";"8,75660223";"0"
"Præstevangen 34, 6823 Ansager";"55,70253699";"8,75676388";"0"
"Præstevangen 36, 6823 Ansager";"55,7027728";"8,75682814";"0"
"Præstevangen 38, 6823 Ansager";"55,70294127";"8,75714231";"0"
"Præstevangen 40, 6823 Ansager";"55,70272962";"8,75775878";"0"
"Præstevangen 42, 6823 Ansager";"55,70252895";"8,75765468";"0"
"Præstevangen 44, 6823 Ansager";"55,70235993";"8,75746877";"0"
"Præstevangen 46, 6823 Ansager";"55,70217696";"8,75736361";"0"
"Rolighedsvej 1, Skovlund, 6823 Ansager";"55,73731696";"8,70606438";"0"
"Rotvigvej 1, Skovlund, 6823 Ansager";"55,72862432";"8,71340217";"0"
"Rotvigvej 2A, Skovlund, 6823 Ansager";"55,73077514";"8,71301269";"0"
"Rotvigvej 4A, Skovlund, 6823 Ansager";"55,72910132";"8,71131455";"0"
"Rotvigvej 4B, Skovlund, 6823 Ansager";"55,72903504";"8,71159123";"0"
"Rotvigvej 6, Skovlund, 6823 Ansager";"55,7232137";"8,71149267";"0"
"Rugvænget 1, 6823 Ansager";"55,69967617";"8,75457291";"0"
"Rugvænget 2, 6823 Ansager";"55,6996189";"8,75402148";"0"
"Rugvænget 4, 6823 Ansager";"55,69935995";"8,75397808";"0"
"Rugvænget 13, 6823 Ansager";"55,69774958";"8,75559718";"0"
"Rugvænget 14, 6823 Ansager";"55,69803859";"8,75404191";"0"
"Rugvænget 16, 6823 Ansager";"55,69776671";"8,75440987";"0"
"Rugvænget 22, 6823 Ansager";"55,69594996";"8,75808151";"0"
"Rødsandvej 1, 6823 Ansager";"55,7095574";"8,79835914";"0"
"Rødsandvej 2, 6823 Ansager";"55,70599627";"8,8007021";"0"
"Rødsandvej 3, 6823 Ansager";"55,70724407";"8,80187935";"0"
"Rødsandvej 5, 6823 Ansager";"55,70615004";"8,80480602";"0"
"Rødsandvej 7, 6823 Ansager";"55,70567941";"8,80738297";"0"
"Skolegade 1, 6823 Ansager";"55,70490516";"8,75413357";"0"
"Skolegade 2, kl., 6823 Ansager";"55,70479101";"8,75447546";"0"
"Skolegade 2, st., 6823 Ansager";"55,70479101";"8,75447546";"0"
"Skolegade 2, 1., 6823 Ansager";"55,70479101";"8,75447546";"0"
"Skolegade 3, 6823 Ansager";"55,70493438";"8,7543237";"0"
"Skolegade 4, 6823 Ansager";"55,7049536";"8,75553424";"0"
"Skolegade 5, 6823 Ansager";"55,70496318";"8,75447979";"0"
"Skolegade 6, 6823 Ansager";"55,70507488";"8,75583949";"0"
"Skolegade 7, 6823 Ansager";"55,70499374";"8,7546217";"0"
"Skolegade 8, 6823 Ansager";"55,704872";"8,75597825";"0"
"Skolegade 9, 6823 Ansager";"55,70506925";"8,75499598";"0"
"Skolegade 10, 6823 Ansager";"55,70530495";"8,75758642";"0"
"Skolegade 11, 6823 Ansager";"55,70516289";"8,75527291";"0"
"Skolegade 12, 6823 Ansager";"55,70530541";"8,75782034";"0"
"Skolegade 13, 6823 Ansager";"55,70519897";"8,75556931";"0"
"Skolegade 15, 6823 Ansager";"55,70522011";"8,7556699";"0"
"Skolegade 17, 6823 Ansager";"55,70526054";"8,75585074";"0"
"Skolegade 19, 6823 Ansager";"55,7052832";"8,75595069";"0"
"Skolegade 21A, 6823 Ansager";"55,70532895";"8,7562273";"0"
"Skolegade 21B, 6823 Ansager";"55,70535936";"8,75647297";"0"
"Skolegade 23, 6823 Ansager";"55,70550748";"8,7567214";"0"
"Skolegade 25, 6823 Ansager";"55,70543178";"8,75706576";"0"
"Skolegade 27, 6823 Ansager";"55,70554587";"8,75741371";"0"
"Skolegade 29, 6823 Ansager";"55,70553993";"8,75772644";"0"
"Skolegade 31, 6823 Ansager";"55,70557227";"8,75804132";"0"
"Skovlundvej 3, Skovlund, 6823 Ansager";"55,76941104";"8,70750852";"0"
"Skovlundvej 4, Skovlund, 6823 Ansager";"55,76616294";"8,70401773";"0"
"Skovlundvej 5, Skovlund, 6823 Ansager";"55,77103012";"8,71039634";"0"
"Skovlundvej 6, Skovlund, 6823 Ansager";"55,76393677";"8,70568161";"0"
"Skovlundvej 7, Skovlund, 6823 Ansager";"55,75831479";"8,70728658";"0"
"Skovlundvej 8, Skovlund, 6823 Ansager";"55,75732075";"8,70563112";"0"
"Skovlundvej 9, Skovlund, 6823 Ansager";"55,74628431";"8,70940913";"0"
"Skovlundvej 10, Skovlund, 6823 Ansager";"55,7544328";"8,70099196";"0"
"Skovlundvej 11, Skovlund, 6823 Ansager";"55,74663574";"8,71354862";"0"
"Skrænten 2, 6823 Ansager";"55,7054101";"8,75983621";"0"
"Skrænten 4, 6823 Ansager";"55,70523089";"8,76004465";"0"
"Skrænten 5, 6823 Ansager";"55,70521381";"8,76073443";"0"
"Solbakken 2A, Skovlund, 6823 Ansager";"55,73702699";"8,70965182";"0"
"Solbakken 2B, Skovlund, 6823 Ansager";"55,73669454";"8,71018845";"0"
"Solbakken 4, Skovlund, 6823 Ansager";"55,7364732";"8,71013769";"0"
"Solbakken 5, Skovlund, 6823 Ansager";"55,73611929";"8,71071682";"0"
"Solbakken 6, Skovlund, 6823 Ansager";"55,73623953";"8,71015391";"0"
"Solbakken 7, Skovlund, 6823 Ansager";"55,73581409";"8,71107533";"0"
"Solbakken 9, Skovlund, 6823 Ansager";"55,73567069";"8,71107671";"0"
"Solbakken 10, Skovlund, 6823 Ansager";"55,7354136";"8,71034349";"0"
"Solbakken 11, Skovlund, 6823 Ansager";"55,73553664";"8,71119698";"0"
"Solbakken 12, Skovlund, 6823 Ansager";"55,73548385";"8,71071849";"0"
"Solbakken 13, Skovlund, 6823 Ansager";"55,73539465";"8,71130473";"0"
"Solbakken 14, Skovlund, 6823 Ansager";"55,73527981";"8,71069054";"0"
"Solbakken 15, Skovlund, 6823 Ansager";"55,73525294";"8,71141375";"0"
"Solbakken 16, Skovlund, 6823 Ansager";"55,73512655";"8,71077719";"0"
"Solbakken 17, Skovlund, 6823 Ansager";"55,73499502";"8,71162714";"0"
"Solbakken 18, Skovlund, 6823 Ansager";"55,7350179";"8,71107628";"0"
"Solbakken 19, Skovlund, 6823 Ansager";"55,73479416";"8,71180061";"0"
"Solbakken 20, Skovlund, 6823 Ansager";"55,73484084";"8,71109669";"0"
"Solbakken 21, Skovlund, 6823 Ansager";"55,73458741";"8,71211251";"0"
"Solbakken 22, Skovlund, 6823 Ansager";"55,73464668";"8,71133159";"0"
"Solbakken 23, Skovlund, 6823 Ansager";"55,73431976";"8,71242741";"0"
"Solbakken 24, Skovlund, 6823 Ansager";"55,73448228";"8,71161133";"0"
"Solbakken 25, Skovlund, 6823 Ansager";"55,73461838";"8,71298147";"0"
"Solbakken 26, Skovlund, 6823 Ansager";"55,73436425";"8,71174215";"0"
"Solbakken 28, Skovlund, 6823 Ansager";"55,73424676";"8,71187455";"0"
"Solbakken 30, Skovlund, 6823 Ansager";"55,7341281";"8,71200681";"0"
"Solbakken 32, Skovlund, 6823 Ansager";"55,7340099";"8,71213953";"0"
"Solsortevej 1, 6823 Ansager";"55,70971203";"8,74803758";"0"
"Solsortevej 2, 6823 Ansager";"55,70962827";"8,74851016";"0"
"Solsortevej 3, 6823 Ansager";"55,70995422";"8,74813947";"0"
"Solsortevej 4, 6823 Ansager";"55,70979626";"8,74853343";"0"
"Solsortevej 6, 6823 Ansager";"55,70995053";"8,74857525";"0"
"Solsortevej 7, 6823 Ansager";"55,71038634";"8,74836396";"0"
"Solsortevej 8, 6823 Ansager";"55,71010769";"8,74862087";"0"
"Solsortevej 9, 6823 Ansager";"55,71056947";"8,74850157";"0"
"Solsortevej 10, 6823 Ansager";"55,71024886";"8,74871386";"0"
"Starupvej 1A, 6823 Ansager";"55,7015484";"8,75333313";"0"
"Starupvej 1B, 6823 Ansager";"55,70144768";"8,75392089";"0"
"Starupvej 3, 6823 Ansager";"55,70114949";"8,75291017";"0"
"Starupvej 4, 6823 Ansager";"55,70107416";"8,75257984";"0"
"Starupvej 5, 6823 Ansager";"55,7010543";"8,75324936";"0"
"Starupvej 6, 6823 Ansager";"55,70082094";"8,75293229";"0"
"Starupvej 7, 6823 Ansager";"55,7007636";"8,75359647";"0"
"Starupvej 8, 6823 Ansager";"55,70061459";"8,75322333";"0"
"Starupvej 10, 6823 Ansager";"55,70042881";"8,75350899";"0"
"Starupvej 12, 6823 Ansager";"55,70033466";"8,75369781";"0"
"Starupvej 14, 6823 Ansager";"55,70021949";"8,7538419";"0"
"Starupvej 16, 6823 Ansager";"55,70008219";"8,75411022";"0"
"Starupvej 18, 6823 Ansager";"55,69993468";"8,75421775";"0"
"Starupvej 21, 6823 Ansager";"55,70090479";"8,75446465";"0"
"Starupvej 24, 6823 Ansager";"55,68858634";"8,76246923";"0"
"Starupvej 30, 6823 Ansager";"55,69799756";"8,75968517";"0"
"Starupvej 31, 6823 Ansager";"55,69841454";"8,76220773";"0"
"Starupvej 33, 6823 Ansager";"55,69775788";"8,7656206";"0"
"Starupvej 34, 6823 Ansager";"55,69631248";"8,76675023";"0"
"Starupvej 35, 6823 Ansager";"55,69174927";"8,77776332";"0"
"Starupvej 36, 6823 Ansager";"55,69440271";"8,77070312";"0"
"Starupvej 37, 6823 Ansager";"55,6865942";"8,79332855";"0"
"Starupvej 38, 6823 Ansager";"55,68673738";"8,77621165";"0"
"Stationsvej 1B, 6823 Ansager";"55,70478299";"8,74979139";"0"
"Stationsvej 2A, 6823 Ansager";"55,70410422";"8,75009202";"0"
"Stationsvej 2B, 6823 Ansager";"55,70408151";"8,75019544";"0"
"Stationsvej 2C, 6823 Ansager";"55,70405434";"8,75031082";"0"
"Stationsvej 2D, 6823 Ansager";"55,70422302";"8,75014377";"0"
"Stationsvej 2E, 6823 Ansager";"55,70428568";"8,75015881";"0"
"Stationsvej 2F, st., 6823 Ansager";"55,7045563";"8,75014944";"0"
"Stationsvej 2F, 1., 6823 Ansager";"55,7045563";"8,75014944";"0"
"Stationsvej 3, 6823 Ansager";"55,70512105";"8,74980323";"0"
"Stationsvej 4A, st., 6823 Ansager";"55,70522026";"8,75007535";"0"
"Stationsvej 4B, 6823 Ansager";"55,70527166";"8,7500763";"0"
"Stationsvej 6, st., 6823 Ansager";"55,70535891";"8,75008019";"0"
"Stationsvej 6, 1., 6823 Ansager";"55,70535891";"8,75008019";"0"
"Stationsvej 8, 6823 Ansager";"55,70543657";"8,75009036";"0"
"Stationsvej 10, 6823 Ansager";"55,70571074";"8,7501023";"0"
"Stationsvej 18, 6823 Ansager";"55,70687021";"8,74974416";"0"
"Stationsvej 20, 6823 Ansager";"55,70705821";"8,74980247";"0"
"Svinget 1, Skovlund, 6823 Ansager";"55,73819058";"8,70616787";"0"
"Svinget 3, Skovlund, 6823 Ansager";"55,73838038";"8,7062147";"0"
"Svinget 4, st. th, Skovlund, 6823 Ansager";"55,73823012";"8,70661845";"0"
"Svinget 4, st. tv, Skovlund, 6823 Ansager";"55,73823012";"8,70661845";"0"
